download_manifest_id,download_id,course_id,course_code,object_id,file_name,canvas_file_id,href,source_page_id,source_page_title,source_page_url,read_status,execute_status,repo_file_path,parsed_markdown_path,suggested_action
download-0011,dl-mth-252-0011,2080857,MTH-252,obj-mth-252-download-119223514,Download,119223514,https://canvas.oregonstate.edu/courses/2080857/files/119223514/download?download_frd=1,00064-mth-252-module-item-mini-exam-1-tues-thur-no-late-submissions,Mini-Exam 1 - Tues - Thur (No late submissions),https://canvas.oregonstate.edu/courses/2080857/assignments/10586045?module_item_id=26982562,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223561_252-Lecture-3.1-to-ME3.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0023-mth-252-119223561.md,Parsed file text is attached as evidence.
download-0012,dl-mth-252-0012,2080857,MTH-252,obj-mth-252-download-119223497,Download,119223497,https://canvas.oregonstate.edu/courses/2080857/files/119223497/download?download_frd=1,00064-mth-252-module-item-mini-exam-1-tues-thur-no-late-submissions,Mini-Exam 1 - Tues - Thur (No late submissions),https://canvas.oregonstate.edu/courses/2080857/assignments/10586045?module_item_id=26982562,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223595_Lecture-3.1-3.2.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0020-mth-252-119223595.md,Parsed file text is attached as evidence.
download-0013,dl-mth-252-0013,2080857,MTH-252,obj-mth-252-download-119223594,252-Lecture-1.3-to-ME2.pdf,119223594,https://canvas.oregonstate.edu/courses/2080857/files/119223594/download?download_frd=1,00067-mth-252-module-item-252-lecture-1-3-to-me2-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-1.3-to-ME2.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223594?module_item_id=26982565,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223561_252-Lecture-3.1-to-ME3.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0023-mth-252-119223561.md,Parsed file text is attached as evidence.
download-0014,dl-mth-252-0014,2080857,MTH-252,obj-mth-252-download-119223574,Download,119223574,https://canvas.oregonstate.edu/courses/2080857/files/119223574/download?download_frd=1,00070-mth-252-module-item-module-3-written-homework-whw-3-3-hours,Module 3 — Written Homework (WHW 3) 🕓 3 hours,https://canvas.oregonstate.edu/courses/2080857/assignments/10586056?module_item_id=26982568,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223597_252-Lecture-2.1-to-ME4.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0019-mth-252-119223597.md,Parsed file text is attached as evidence.
download-0015,dl-mth-252-0015,2080857,MTH-252,obj-mth-252-download-119223594,252-Lecture-1.3-to-ME2.pdf,119223594,https://canvas.oregonstate.edu/courses/2080857/files/119223594/download?download_frd=1,00076-mth-252-module-item-252-lecture-1-3-to-me2-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-1.3-to-ME2.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223594?module_item_id=26982574,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223597_252-Lecture-2.1-to-ME4.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0019-mth-252-119223597.md,Parsed file text is attached as evidence.
download-0016,dl-mth-252-0016,2080857,MTH-252,obj-mth-252-download-119223566,Download,119223566,https://canvas.oregonstate.edu/courses/2080857/files/119223566/download?download_frd=1,00082-mth-252-module-item-module-4-written-homework-whw-4-3-hours,Module 4 — Written Homework (WHW 4) 🕓 3 hours,https://canvas.oregonstate.edu/courses/2080857/assignments/10586057?module_item_id=26982580,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223466_Lecture-2.3-2.4.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0026-mth-252-119223466.md,Parsed file text is attached as evidence.
download-0017,dl-mth-252-0017,2080857,MTH-252,obj-mth-252-download-119223561,252-Lecture-3.1-to-ME3.pdf,119223561,https://canvas.oregonstate.edu/courses/2080857/files/119223561/download?download_frd=1,00090-mth-252-module-item-252-lecture-3-1-to-me3-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-3.1-to-ME3.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223561?module_item_id=26982588,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223598_252-Lecture-2.5-to-ME5.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0018-mth-252-119223598.md,Parsed file text is attached as evidence.
download-0018,dl-mth-252-0018,2080857,MTH-252,obj-mth-252-download-119223595,Lecture-3.1-3.2.pdf,119223595,https://canvas.oregonstate.edu/courses/2080857/files/119223595/download?download_frd=1,00092-mth-252-module-item-lecture-3-1-3-2-pdf-integral-calculus-mth-252z-400-u2026,Lecture-3.1-3.2.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223595?module_item_id=26982590,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223617_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-1.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0017-mth-252-119223617.md,Parsed file text is attached as evidence.
download-0019,dl-mth-252-0019,2080857,MTH-252,obj-mth-252-download-119223561,252-Lecture-3.1-to-ME3.pdf,119223561,https://canvas.oregonstate.edu/courses/2080857/files/119223561/download?download_frd=1,00101-mth-252-module-item-252-lecture-3-1-to-me3-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-3.1-to-ME3.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223561?module_item_id=26982599,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223598_252-Lecture-2.5-to-ME5.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0018-mth-252-119223598.md,Parsed file text is attached as evidence.
download-0020,dl-mth-252-0020,2080857,MTH-252,obj-mth-252-download-119223597,252-Lecture-2.1-to-ME4.pdf,119223597,https://canvas.oregonstate.edu/courses/2080857/files/119223597/download?download_frd=1,00112-mth-252-module-item-252-lecture-2-1-to-me4-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-2.1-to-ME4.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223597?module_item_id=26982610,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223618_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-2.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0016-mth-252-119223618.md,Parsed file text is attached as evidence.
download-0021,dl-mth-252-0021,2080857,MTH-252,obj-mth-252-download-119223597,252-Lecture-2.1-to-ME4.pdf,119223597,https://canvas.oregonstate.edu/courses/2080857/files/119223597/download?download_frd=1,00123-mth-252-module-item-252-lecture-2-1-to-me4-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-2.1-to-ME4.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223597?module_item_id=26982621,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223455_ME2-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0027-mth-252-119223455.md,Parsed file text is attached as evidence.
download-0022,dl-mth-252-0022,2080857,MTH-252,obj-mth-252-download-119223466,Lecture-2.3-2.4.pdf,119223466,https://canvas.oregonstate.edu/courses/2080857/files/119223466/download?download_frd=1,00124-mth-252-module-item-lecture-2-3-2-4-pdf-integral-calculus-mth-252z-400-u2026,Lecture-2.3-2.4.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223466?module_item_id=26982622,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223466_Lecture-2.3-2.4.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0026-mth-252-119223466.md,Parsed file text is attached as evidence.
download-0023,dl-mth-252-0023,2080857,MTH-252,obj-mth-252-download-119223598,252-Lecture-2.5-to-ME5.pdf,119223598,https://canvas.oregonstate.edu/courses/2080857/files/119223598/download?download_frd=1,00135-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-2.5-to-ME5.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223598?module_item_id=26982633,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223598_252-Lecture-2.5-to-ME5.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0018-mth-252-119223598.md,Parsed file text is attached as evidence.
download-0024,dl-mth-252-0024,2080857,MTH-252,obj-mth-252-download-119223617,Download,119223617,https://canvas.oregonstate.edu/courses/2080857/files/119223617/download?download_frd=1,00136-mth-252-module-item-dr-g-s-videos-2-5-integral-calculus-mth-252z-400-u2026,Dr. G's Videos --> 2.5: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/pages/dr-gs-videos-%3E-2-dot-5?module_item_id=26982634,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md,Parsed file text is attached as evidence.
download-0025,dl-mth-252-0025,2080857,MTH-252,obj-mth-252-download-119223598,252-Lecture-2.5-to-ME5.pdf,119223598,https://canvas.oregonstate.edu/courses/2080857/files/119223598/download?download_frd=1,00145-mth-252-module-item-252-lecture-2-5-to-me5-pdf-integral-calculus-mth-252z-400-u2026,252-Lecture-2.5-to-ME5.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223598?module_item_id=26982644,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223452_ME4-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0028-mth-252-119223452.md,Parsed file text is attached as evidence.
download-0026,dl-mth-252-0026,2080857,MTH-252,obj-mth-252-download-119223618,Download,119223618,https://canvas.oregonstate.edu/courses/2080857/files/119223618/download?download_frd=1,00146-mth-252-module-item-dr-g-s-videos-3-7-integral-calculus-mth-252z-400-u2026,Dr G's Videos --> 3.7: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/pages/dr-gs-videos-%3E-3-dot-7?module_item_id=26982645,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223618_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-2.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0016-mth-252-119223618.md,Parsed file text is attached as evidence.
download-0027,dl-mth-252-0027,2080857,MTH-252,obj-mth-252-download-119223455,Download,119223455,https://canvas.oregonstate.edu/courses/2080857/files/119223455/download?download_frd=1,00153-mth-252-module-item-mini-exam-2-retake,Mini-Exam 2 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047?module_item_id=26982654,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223455_ME2-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0027-mth-252-119223455.md,Parsed file text is attached as evidence.
download-0028,dl-mth-252-0028,2080857,MTH-252,obj-mth-252-download-99187575,IVP-Wksht1.pdf,99187575,https://canvas.oregonstate.edu/courses/1918585/files/99187575/download?download_frd=1,00153-mth-252-module-item-mini-exam-2-retake,Mini-Exam 2 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047?module_item_id=26982654,indexed_not_read,queued_not_executed,,,"Download binary, parse text/tables, attach parsed evidence, then re-run indexer."
download-0029,dl-mth-252-0029,2080857,MTH-252,obj-mth-252-download-99187581,IVP-Wksht2.pdf,99187581,https://canvas.oregonstate.edu/courses/1918585/files/99187581/download?download_frd=1,00153-mth-252-module-item-mini-exam-2-retake,Mini-Exam 2 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047?module_item_id=26982654,indexed_not_read,queued_not_executed,,,"Download binary, parse text/tables, attach parsed evidence, then re-run indexer."
download-0030,dl-mth-252-0030,2080857,MTH-252,obj-mth-252-download-119223623,Download,119223623,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,00154-mth-252-module-item-mini-exam-3-retake,Mini-Exam 3 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049?module_item_id=26982655,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md,Parsed file text is attached as evidence.
download-0031,dl-mth-252-0031,2080857,MTH-252,obj-mth-252-download-119223452,Download,119223452,https://canvas.oregonstate.edu/courses/2080857/files/119223452/download?download_frd=1,00155-mth-252-module-item-mini-exam-4-retake,Mini-Exam 4 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586051?module_item_id=26982656,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223452_ME4-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0028-mth-252-119223452.md,Parsed file text is attached as evidence.
download-0032,dl-mth-252-0032,2080857,MTH-252,obj-mth-252-download-119363995,Download,119363995,https://canvas.oregonstate.edu/courses/2080857/files/119363995/download?download_frd=1,00164-mth-252-linked-detail-mini-exam-1-tues-thur-no-late-submissions,Mini-Exam 1 - Tues - Thur (No late submissions),https://canvas.oregonstate.edu/courses/2080857/assignments/10586045,indexed_not_read,queued_not_executed,,,"Download binary, parse text/tables, attach parsed evidence, then re-run indexer."
download-0033,dl-mth-252-0033,2080857,MTH-252,obj-mth-252-download-119223514,Download,119223514,https://canvas.oregonstate.edu/courses/2080857/files/119223514/download?download_frd=1,00164-mth-252-linked-detail-mini-exam-1-tues-thur-no-late-submissions,Mini-Exam 1 - Tues - Thur (No late submissions),https://canvas.oregonstate.edu/courses/2080857/assignments/10586045,indexed_not_read,queued_not_executed,,,"Download binary, parse text/tables, attach parsed evidence, then re-run indexer."
download-0034,dl-mth-252-0034,2080857,MTH-252,obj-mth-252-download-119223497,Download,119223497,https://canvas.oregonstate.edu/courses/2080857/files/119223497/download?download_frd=1,00164-mth-252-linked-detail-mini-exam-1-tues-thur-no-late-submissions,Mini-Exam 1 - Tues - Thur (No late submissions),https://canvas.oregonstate.edu/courses/2080857/assignments/10586045,indexed_not_read,queued_not_executed,,,"Download binary, parse text/tables, attach parsed evidence, then re-run indexer."
download-0035,dl-mth-252-0035,2080857,MTH-252,obj-mth-252-download-119223459,Download,119223459,https://canvas.oregonstate.edu/courses/2080857/files/119223459/download?download_frd=1,00166-mth-252-linked-detail-topic-module-1-discussion-reflection-whw-1-0-25-hour,Topic: Module 1 — Discussion Reflection: WHW 1 🕓 0.25 hour,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593475,indexed_not_read,queued_not_executed,,,"Download binary, parse text/tables, attach parsed evidence, then re-run indexer."
download-0036,dl-mth-252-0036,2080857,MTH-252,obj-mth-252-download-119223574,Download,119223574,https://canvas.oregonstate.edu/courses/2080857/files/119223574/download?download_frd=1,00170-mth-252-linked-detail-module-3-written-homework-whw-3-3-hours,Module 3 — Written Homework (WHW 3) 🕓 3 hours,https://canvas.oregonstate.edu/courses/2080857/assignments/10586056,indexed_not_read,queued_not_executed,,,"Download binary, parse text/tables, attach parsed evidence, then re-run indexer."
download-0037,dl-mth-252-0037,2080857,MTH-252,obj-mth-252-download-119223566,Download,119223566,https://canvas.oregonstate.edu/courses/2080857/files/119223566/download?download_frd=1,00176-mth-252-linked-detail-module-4-written-homework-whw-4-3-hours,Module 4 — Written Homework (WHW 4) 🕓 3 hours,https://canvas.oregonstate.edu/courses/2080857/assignments/10586057,indexed_not_read,queued_not_executed,,,"Download binary, parse text/tables, attach parsed evidence, then re-run indexer."
download-0038,dl-mth-252-0038,2080857,MTH-252,obj-mth-252-download-119223455,Download,119223455,https://canvas.oregonstate.edu/courses/2080857/files/119223455/download?download_frd=1,00218-mth-252-linked-detail-mini-exam-2-retake,Mini-Exam 2 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223455_ME2-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0027-mth-252-119223455.md,Parsed file text is attached as evidence.
download-0039,dl-mth-252-0039,2080857,MTH-252,obj-mth-252-download-99187575,IVP-Wksht1.pdf,99187575,https://canvas.oregonstate.edu/courses/1918585/files/99187575/download?download_frd=1,00218-mth-252-linked-detail-mini-exam-2-retake,Mini-Exam 2 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047,indexed_not_read,queued_not_executed,,,"Download binary, parse text/tables, attach parsed evidence, then re-run indexer."
download-0040,dl-mth-252-0040,2080857,MTH-252,obj-mth-252-download-99187581,IVP-Wksht2.pdf,99187581,https://canvas.oregonstate.edu/courses/1918585/files/99187581/download?download_frd=1,00218-mth-252-linked-detail-mini-exam-2-retake,Mini-Exam 2 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047,indexed_not_read,queued_not_executed,,,"Download binary, parse text/tables, attach parsed evidence, then re-run indexer."
download-0041,dl-mth-252-0041,2080857,MTH-252,obj-mth-252-download-119223623,Download,119223623,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,00219-mth-252-linked-detail-mini-exam-3-retake,Mini-Exam 3 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0015-mth-252-119223623.md,Parsed file text is attached as evidence.
download-0042,dl-mth-252-0042,2080857,MTH-252,obj-mth-252-download-119223452,Download,119223452,https://canvas.oregonstate.edu/courses/2080857/files/119223452/download?download_frd=1,00220-mth-252-linked-detail-mini-exam-4-retake,Mini-Exam 4 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586051,parsed_file_text,downloaded_and_parsed,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223452_ME4-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/parsed_files/captured-0028-mth-252-119223452.md,Parsed file text is attached as evidence.
